PhysicalDataID,SurfaceIRR,Depth1,SubSurfaceIRR1,Depth2,SubSurfaceIRR2,Depth3,SubSurfaceIRR3,Depth4,SubSurfaceIRR4,FieldComments,Field1
222,1950,0.02,1532,0.06,1038,0.53,531,2.22,89.74,,
224,1803.4,0.04,1256.5,0.07,921.8,0.22,486,0.92,19.27,,
225,1930,0.08,1576.6,0.09,1059.5,0.19,525.3,0.62,23.26,,
227,2077,0.04,1550,0.09,1065.2,0.19,506.4,0.71,20.56,,
228,1976,0.003,1452,0.01,964,0.016,523,0.042,29.3,,
229,2114,0.09,1558.2,0.14,1090,0.2,509.02,0.38,49.39,,
230,2023,0.005,1643.2,0.06,1146.7,0.23,520.3,0.89,22.5,,
233,1580.6,0.06,1064,0.39,759.2,0.79,389.3,1.98,60.34,,
234,2066,0.08,1653,0.12,849,0.28,547,0.4,25,,
239,1980.9,0.06,1541.5,0.08,1060.2,0.16,509.6,0.58,23.56,,
241,1973.7,0.07,1522.1,0.16,1005,0.29,500.3,1,20.36,,
243,1826.2,0.04,1367,0.07,928.2,0.41,458.6,2.23,38.65,,
244,1848.6,0.06,1346.7,0.08,888.9,0.18,457.2,0.82,19.89,,
245,1998.6,0.02,1500.1,0.06,986.6,0.22,491.2,1.03,20.01,,
246,901,0.01,650.9,0.05,473.4,0.19,220.4,0.77,8.99,,
247,454,0.02,359.5,0.04,220.6,0.53,113.57,1.85,16.86,,
248,1906.6,0.06,1417.2,0.09,922.9,0.19,417.7,0.48,21.31,,
249,2048,0.05,1562.5,0.08,1048.5,0.18,490.8,0.68,24.72,,
250,1989.9,0.05,1514.6,0.13,1045.7,0.25,505.7,0.82,22.28,,
251,1829.2,0.04,1382.9,0.08,895.9,0.32,473.8,1.42,18.07,,
252,1691.7,0.06,1255,0.22,846.7,0.41,419.23,1.2,16,,
253,1962.5,0.03,1498,0.14,1010.7,0.57,498.2,2.19,19.19,,
254,805.2,0.03,565.5,0.09,402.6,0.27,227.2,1.12,7.05,,
255,1596.7,0.03,1231.7,0.05,955.4,0.08,398.6,1.95,17.43,,
256,1934.3,0.03,1404.1,0.07,909.3,0.23,505.4,0.73,19.08,,
257,2146,0.01,1600,0.03,1116.2,0.82,511.7,2,78.4,,
258,2000,0.05,1507.2,0.16,1021.7,0.37,518,1.64,21.49,,
259,2079,0.06,1643,0.11,1051,0.27,576.5,1.7,21.1,,
261,2020,0.06,1539,0.12,1082.9,0.25,506.1,0.78,20.6,,
262,1829.6,0.04,1329,0.39,915.4,0.7,463.5,1.96,43.83,,
263,2002,0.06,1485,0.13,991.2,0.19,509.9,0.57,20.83,,
264,1889.5,0.03,1398.2,0.12,916.8,0.61,477.3,2.14,41.25,,
265,2054,0.03,1484.5,0.05,1039.7,0.14,499.7,0.31,20.32,,
266,2184,0.04,1642.8,0.31,1127.5,0.87,550.7,2.1,40.66,,
267,1884.7,0.08,1382.5,0.11,952.6,0.18,474.5,0.45,18.28,,
268,2000.74,0.03,1541.2,0.11,1006.8,0.59,522,2,66.6,,
270,2053,0.05,1531,0.14,996,0.3,523,0.87,22,,
271,2123,0.06,1643,0.1,1083.1,0.77,538,1.97,19.88,,
272,2202,0.06,1647.8,0.14,1151.6,0.3,578.6,0.85,21.94,,
273,2069,0.02,1457,0.05,950,0.39,505,2.12,37.3,,
274,1983,0.04,1482,0.06,1021.7,0.27,489,0.72,23.43,,
275,2125,0.04,1609,0.14,1070,0.66,538,2,40.4,,
276,2072,0.03,1555,0.15,1054.6,0.23,552.4,0.57,19.53,,
277,2050,0.03,1539,0.22,1019.9,0.5,551.3,1.9,42.23,,
278,2100,0.03,1578.7,0.1,1012,0.12,608.24,0.36,22.08,,
279,2114.1,0.07,1533,0.22,1087.9,0.62,575.1,1.81,67.42,,
280,2091,0.08,1575.2,0.11,1073.4,0.16,537.5,0.42,28.77,,
281,257.1,0.02,192.79,0.04,130.71,0.51,64.77,1.23,25.51,,
282,433.8,0.02,321,0.05,219.1,0.26,108.11,0.46,42.12,,
283,1708,0.03,1331.9,0.06,873.2,0.42,434.2,2.07,26.55,,
284,1880.4,0.02,1407.4,0.06,1940.6,0.15,456.5,0.82,18.84,,
285,129.7,0.03,94.3,0.05,60.8,0.07,32.7,0.26,1.2,,
286,135,0.06,105.9,0.08,68.9,0.11,33.8,0.39,1.5,,
287,613.7,0.03,482,0.06,316.1,0.13,150.33,0.65,6.24,,
288,359.6,0.02,263.9,0.05,162.3,0.09,99.9,0.42,3.4,,
289,1995.1,0.06,1737.4,0.09,1160.05,0.17,545.7,0.71,21.55,,
290,2077,0.04,1540.8,0.08,1006.1,0.23,509.4,1.03,18.3,,
292,1060.4,0.03,850.6,0.07,613,0.37,242.4,0.74,9.62,,
293,957.9,0.03,800,0.05,468.5,0.09,261.5,0.52,10.45,,
294,2122,0.03,1551.8,0.25,1072.6,0.46,525.2,1.46,21.3,,
295,1713,0.02,1318,0.05,812.4,0.21,439.7,0.74,18.82,,
296,240.6,0.04,193,0.16,115.73,0.43,57.61,0.64,24.81,,
298,267.7,0.03,214.2,0.09,141.9,0.26,71.3,0.95,2.6,,
299,1164,0.05,806.3,0.21,537.9,28,286.2,0.78,11.6,,
300,2090,0.02,1544,0.05,1071.2,0.21,529.7,0.89,25.6,,
301,1157.9,0.05,873.2,0.37,596.7,0.69,285.3,1.97,25.9,,
302,2032,0.05,1588.3,0.13,1045,0.28,501.4,0.82,20.49,,
304,1383.1,0.03,1010.7,0.07,645.2,0.29,319,1.55,2.6,,
305,459.6,0.03,345.5,0.15,242.5,0.33,115.76,2.09,9.43,,
308,1892.6,0.04,1435,0.2,958.6,0.62,482.7,2.21,30.17,,
309,1956.5,0.03,1445.6,0.13,983.8,0.31,496.7,1.02,19.87,,
310,500,0.04,391.7,0.05,243.6,0.56,125.3,2.23,10,,
311,557.5,0.05,426.9,0.09,274.9,0.22,146.04,0.74,5.47,,
312,1931.3,0.04,1551.1,0.07,959.8,0.27,472.7,0.75,22.7,,
313,2193,0.03,1607.2,0.06,1085.8,0.76,535.5,2.19,23.38,,
318,2188,0.02,1646.4,0.07,1064,0.3,560.6,1.46,21.54,,
319,2463,0.03,1843.6,0.11,1279.8,0.27,642,0.96,27.2,,
320,2077,0.05,1496.9,0.08,970,0.48,518.1,1.9,54.76,,
321,2348,0.04,1756,0.13,1218.5,0.29,617.6,1.15,23.99,,
322,2389,0.07,1784.7,0.22,1213.2,0.84,594.4,2.41,107.7,,
324,2050,0.09,1541,0.18,1008,0.36,504,1.12,18,,
325,1848,0.05,686,0.07,421,0.62,215,2,39.8,,
326,2880,0.08,2232,0.21,1445,0.34,685,1.28,26,,
327,2200,0.05,1629,0.21,1101,0.75,558,1.92,83,,
328,2208,0.05,1606.4,0.2,1094,0.38,555.1,1.2,19.76,,
329,2400,0.04,1838,0.14,1225,0.31,618,0.97,25,,
330,2700,0.05,2005,1.06,1406,2,100,,,,
331,2200,0.05,1665,0.1,1174,0.19,528,0.5,23,,
337,2478,0.06,1860.3,0.15,1229.5,0.2,585.16,0.52,24.8,,
338,2300,0.04,1522,0.05,1095,0.63,564,1.9,77,,
339,2291,0.03,1652.9,0.16,1139.2,0.47,586.1,1.28,26.65,,
340,1263.3,0.02,892.7,0.07,671.4,0.15,322.1,0.53,10.59,,
341,1281.9,0.03,1019.5,0.04,632.8,0.18,324.5,1.72,13.76,,
344,2566,0.03,1807.1,0.06,1285.8,0.14,627.5,0.45,27.93,,
345,2455,0.04,1853.9,0.27,1243.7,0.6,573.7,1.68,43.9,,
346,2476,0.02,1807.5,0.16,1252.9,0.56,662.6,2.11,41.34,,
347,2435,0.06,1797,0.13,1238.4,0.25,598.1,0.75,25.61,,
352,2954,0.02,2400,0.11,1495,0.27,746.1,0.82,32.53,,
353,2439,0.04,1682.5,0.23,1179.2,0.45,650.9,1.35,63.28,,
354,2552,0.1,1939.6,0.26,1292.9,0.44,662.2,1.2,58.96,,
355,2265,0.04,1608,0.21,1129,0.6,540.4,1.3,83.68,,
358,1645,0.03,1271,0.1,837.2,0.26,467.5,1.1,15.84,,
359,1233.8,0.03,908.1,0.04,623.6,0.3,287.4,1.22,31.3,,
360,2225,0.06,1641.8,0.17,1075.1,0.42,574,1.44,38.62,,
361,1481.3,0.01,1127.2,0.04,759.2,0.26,376.5,1.44,61.58,,
362,1802.5,0.04,1374,0.18,917.9,0.43,430.8,1.33,21.21,,
363,1330.5,0.01,966.4,0.02,676.4,0.26,335.5,1.15,18.26,,
366,426.8,0.01,292.8,0.02,201.8,0.03,100.5,0.84,5.98,,
367,2615,0.04,1958.4,0.09,1215.7,0.13,640.6,0.35,27.3,,
369,633.2,0.01,310.1,0.02,249.7,0.05,56.2,1.05,9.3,,
370,1171.9,0.04,716.4,0.08,318.8,0.12,260.8,0.88,11.76,,
371,991.3,,,0.01,472.3,0.1,285.5,0.8,10.08,1-NOT POSSIBLE,
372,,0.01,404.6,0.02,313,0.05,205,0.9,7.56,,
375,332.4,0.05,254,0.36,178,0.58,76.6,0.46,4.3,,
376,2130,0.02,1330,0.13,1036,0.21,513,0.97,21.5,,
377,1471.2,0.04,986.2,0.09,681.7,0.2,335.5,0.7,13.41,,
378,1764.5,0.04,1368,0.05,824,0.1,461.5,0.77,16.58,,
379,593.8,0.02,325.6,0.12,279.3,0.37,154.4,0.97,39.15,,
380,525.4,0.07,2334,0.14,136.34,0.2,73.13,0.46,5.67,,
381,428.1,0.06,216.3,0.13,105.95,0.19,51.2,0.38,4.41,,
382,1339,0.1,633.9,0.2,485.5,0.29,234.9,0.7,15.93,,
383,417.1,0.06,285.7,0.11,195.45,0.28,92.43,0.67,4.39,,
384,171.2,0.06,827.6,0.15,569.1,0.2,347.7,1.05,12.01,,
385,2253,0.08,1186.7,0.4,526.6,0.61,246.4,1.5,24.03,,
386,2292,0.06,1260,0.12,644.1,0.18,323.6,0.47,21.33,,
387,2409,0.05,1324.1,0.09,1003.2,0.19,497.5,0.65,26.73,,
388,2109,0.06,1428.9,0.1,922.5,0.16,511.7,0.52,20.56,,
389,441,0.01,283.7,0.03,228.8,0.1,127.6,0.63,6.5,,
390,477.7,1.35,5.08,0.06,334.1,0.24,206.1,0.42,98.31,,
391,534.3,0.06,233.5,0.33,147.28,0.59,82.97,1.7,7.32,,
392,248.8,0.07,156.46,0.22,112.33,38,75.92,1.19,7.64,,
393,257.1,0.05,174.62,0.1,115.06,0.23,53.97,0.85,2.56,,
394,293.2,0.06,153.27,0.25,84.14,0.37,44.65,1.17,3.28,,
395,692.4,0.06,563.7,0.13,359.5,0.24,135.67,0.2,6.65,,
396,160.85,0.05,72.21,0.1,53.08,0.19,26.27,0.51,1.51,,
397,328.8,0.08,236.4,0.12,154.93,0.19,85.45,0.42,3.9,,
398,2359,0.07,1399.5,0.12,720.3,0.22,287.5,0.64,26.44,,
399,149.14,0.05,93.49,0.09,72.95,0.23,36.95,0.83,2.65,,
400,254.9,0.05,107.55,0.1,77.87,0.22,45.71,0.82,3.92,,
401,1900,0.05,927.5,0.1,474.2,0.23,181.28,0.52,19.19,,
402,255.8,0.05,183.83,0.1,130.07,0.27,86.23,0.8,4,,
403,332.7,0.05,194.78,0.1,101.25,0.16,43.92,0.42,4.16,,
405,392.9,0.07,286.3,0.14,191.45,0.28,97.14,0.9,10.8,,
406,633.2,0.05,311.5,0.12,1267.71,0.16,88.35,0.57,9.6,,
407,1458.3,0.06,1336.1,0.1,727.4,0.184,356,0.6,14.42,,
408,995.5,0.06,438,0.23,260.3,0.31,160.17,0.88,11.6,,
409,1527.9,0,752.5,0.01,424.6,0.03,327.2,0.41,18.44,,
410,2505,0.06,1406.6,0.26,1008.5,0.53,516.3,1.8,29.4,,
411,2232,0.06,1453.4,14,933.5,0.27,491.2,1.18,22.14,,
412,2259,0.08,1509.3,0.18,1122.6,0.39,516.3,1.2,21.09,,
413,170.17,0.06,105.332,0.21,60.73,0.4,28.78,0.9,2.56,,
414,687.6,0.05,421.2,0.33,307.11,0.8,178.2,1.81,29.74,,
415,1061.3,0.06,559.5,0.13,243.4,0.2,92.28,0.45,9.08,,
416,717.1,0.06,431.6,0.13,289.5,0.3,123.17,0.95,7.3,,
417,1837.9,0.06,1198.7,0.15,553.1,0.37,288.3,1.03,24.59,,
418,2404,0.12,1659.5,0.2,1012.8,0.4,381.9,0.88,23.42,,
419,2228,0.06,1401,0.16,913.6,0.32,458.2,1.09,1.28,,
420,2537,0.1,1477.5,0.23,1058.5,0.5,468.1,1.53,25.82,,
421,1020,0.06,692,0.27,468.8,0.57,245.5,1.25,38.53,,
422,2240,0.06,1559.6,0.28,1076.2,0.54,528.3,1.71,26.37,,
423,2207,0.1,1532,0.25,985.2,0.47,525.2,1.58,23.31,,
424,756,0.08,511,0.15,301.7,0.48,141.37,1.08,9.64,,
425,1332.3,0.14,1015.5,0.26,649.9,0.54,325.9,0.87,139.57,,
426,630.1,0.06,314.4,0.45,156.97,1.1,54.79,1.9,10.7,,
427,2278,0.1,1504.5,0.23,1038.6,0.45,404.9,1.25,27.85,,
428,1801.6,0.05,902.9,0.56,488,1.25,199.35,1.9,65.09,,
429,1970.7,0.11,1303.5,0.21,767.5,0.4,302.6,0.9,29.44,,
430,1710.1,0.06,928.7,0.46,574.1,0.51,231.8,0.41,22.77,,
431,1000.9,0.05,645.9,0.16,590,0.24,321.1,0.8,12.1,,
432,2186,0.07,1393.2,0.13,1016.7,0.4,530.5,1.2,24.79,,
433,249.2,0.15,1612.7,0.25,1183.9,0.47,467.8,1.05,24.4,,
434,2345,0.12,1527,0.35,1011,0.6,537.5,1.5,40.53,,
435,2260,0.06,1425.7,0.2,1030.1,0.58,487.3,1.45,37.78,,
436,2252,0.1,1667.6,0.25,1042.9,0.42,465.3,1.08,34.29,,
437,2336,0.1,1529.5,0.23,958.2,0.41,448.3,0.85,29.12,,
438,2204,0.2,1475.7,0.42,939.5,0.67,460.3,1.55,47.32,,
439,2258,0.07,1488.8,0.17,1010.7,0.32,527.6,0.91,21.46,,
440,2183,0.12,1538.7,0.17,1137.5,0.38,511.3,0.67,36.54,,
441,2258,0.25,1515,0.48,1015.3,0.87,530.5,1.7,86.51,,
442,2343,0.08,1472.1,0.19,1076.5,0.33,545,0.79,47.84,,
445,660.7,0.05,490.7,0.1,326.4,0.26,165.3,1.15,6.26,,
446,1257.6,0.75,946.6,0.25,628.3,0.39,311.8,1.19,12.7,,
447,598.8,0.01,449,0.05,301.8,0.24,148.37,0.48,59.58,,
448,277.9,0.05,207,0.08,137.8,0.48,69.28,1.38,27,,
449,1895.4,0.23,1423,0.44,948.7,0.39,474.02,1.01,19.1,,
450,1939.2,0.1,1457.6,0.15,969.6,0.27,484.4,0.86,19.32,,
451,1641.5,0.07,1224.6,0.08,817.7,0.2,410.4,1.4,16.42,,
452,1258.9,0.02,941.2,0.06,621.8,0.17,314.8,0.73,12.84,,
453,1307.9,0.07,978.1,0.14,653.3,0.23,324.7,0.79,13.5,,
454,726,0.03,544,0.05,365.4,0.36,181.46,0.59,7.29,,
455,2129,0.04,1574,0.1,1063,0.21,531,0.73,21,,
456,2070,0.03,1554,0.11,1385,0.36,517.8,1.49,20.03,,
457,2218,0.02,1645,0.05,1186,0.38,558,1.82,24.46,,
458,2062,0.05,1542.6,0.32,1023.4,0.58,509.6,0.87,22.07,,
459,2590,0.04,1938.2,0.06,1297.36,0.43,648.2,1.98,27.36,,
460,822,0.03,610.1,0.06,412,0.3,205.4,1.14,12,,
461,1497.1,0.04,1118.7,0.05,747.9,0.34,370.7,1.32,15.1,,
462,1688.5,0.01,1269.5,0.06,845.7,0.16,425.6,0.96,16.8,,
463,1963.4,0.06,1481.3,0.19,982,0.37,493.6,1.08,19.3,,
464,1839.7,0.03,1375.5,0.09,911.2,0.29,462.1,1.63,22.7,,
465,1811.7,0.04,1348.5,0.15,904.8,0.69,452.2,1.48,12.32,,
466,2017,0.05,1515,0.16,1005,0.31,505,0.93,21.03,,
467,2089,0.03,1554,0.05,1026.2,0.19,538.5,2.24,22.62,,
468,582.5,0.01,367,0.04,291,0.1,144.5,0.62,5.5,,
469,1966.7,0.04,1475,0.1,981,0.59,492,1.52,35,,
470,2049,0.01,1450,0.04,1018,0.15,517,0.98,21.5,,
472,2291,0.01,1205,0.02,1159,0.13,580,0.57,23.9,,
473,896.9,0.03,647.5,0.05,440,0.39,217.3,1.52,12.6,,
477,755.7,0.02,556,0.05,377.02,0.39,188.09,1.45,7.56,,
478,548.2,0.04,336.4,0.06,275,0.15,137.8,0.53,5.4,,
480,1873.4,0.04,1399,0.11,933,0.18,460.1,0.58,18.3,,
481,1864.1,0.01,1381,0.03,933,0.44,464,2.37,28,,
499,1878.2,0.08,1420,0.12,912,0.25,420,0.7,21,,
500,1852,0.05,1363,0.08,916,0.54,480,2.13,39,,
503,1845,0.04,1358,0.09,933,0.21,424,0.6,19.5,,
504,1751.8,0.03,1363,0.06,863,0.5,432,2.2,24,,
505,1796.5,0.06,1370,0.15,897,0.26,447,1.13,17.5,,
506,1689.2,0.03,1264.6,0.05,855.6,0.34,429.5,2.14,16.52,,
554,1827,0.04,1389.6,0.17,926.4,0.3,446.5,0.89,18.29,,
555,1692,0.04,1227.4,0.05,854.5,0.33,434.5,2.2,16.33,,
556,692.5,0.01,519.6,0.04,349.1,0.26,172.6,0.94,6.98,,
557,128.5,0.02,96,0.04,64.38,0.44,32.47,1.95,1.93,Depth 4 is the max pole length,
558,1884.3,0.04,1478.7,0.12,965.7,0.21,465.7,0.69,18.48,,
559,1617.1,0.03,1208,0.05,817,0.19,409,2.52,40.37,,
560,1284.5,0.02,969.6,0.05,643,0.1,315.8,2.4,22.03,,
561,1895,0.03,1430,0.09,953,0.21,468.8,0.84,19.4,,
562,1642.3,0.05,1201.9,0.07,814.8,0.41,412.2,2.35,38.1,,
563,1321.6,0.06,957.2,0.19,654.8,0.24,338.9,0.81,13,,
564,180.46,0.03,135.42,0.13,90.58,0.55,45.57,2.03,3.2,,
565,1372.4,0.07,1012.1,0.17,692.3,0.31,340.8,1.13,13.01,,
566,1349.3,0.02,1004,0.05,670,0.06,337,0.71,13.5,,
567,1736.5,0.04,1346,0.09,868.7,0.26,434.5,1,17.29,,
568,852.8,0.07,639,0.11,426.2,0.31,211,1.14,8.4,,
569,668.9,0.02,504.3,0.05,336,0.37,167.8,2.15,10.3,,
570,1417.7,0.03,1063,0.04,703,0.07,357,1.58,14.02,,
571,1745.9,0.04,1318.8,0.07,875.7,0.19,438.7,0.8,17.25,,
572,754.3,0.05,565.5,0.1,373.3,0.19,188.3,0.64,7.5,,
573,300.4,0.03,237.2,0.06,150,0.18,74.8,0.57,3.23,,
574,2025,0.04,1525.6,0.17,1012.4,0.5,505.7,1.92,20.65,,
575,664.4,0.08,492,0.15,332,0.22,169,0.76,6.5,,
577,2190,0.05,1657.7,0.22,1098.1,0.61,547.5,2.27,23.77,,
578,1670,0.03,1275.6,0.04,824.7,0.1,418.2,0.69,16.93,,
579,2120,0.04,1577,0.24,1055,0.76,531,2.22,56,,
580,1323,0.08,994,0.13,661,0.27,336,0.85,13.4,,
581,297.3,0.04,223.8,0.07,148.42,0.31,73.66,1.21,2.98,,
582,866.5,0.04,645.2,0.08,432,0.19,215.3,0.77,8.71,,
583,1831.5,0.06,1360,0.14,916,0.26,450,0.83,18.3,,
584,1835,0.03,1356,0.08,900,0.46,459,2.12,22,,
585,838.9,0.03,622.5,0.06,418.9,0.15,211,0.51,8.49,,
586,2144,0.07,1602,0.18,1070,0.32,536,0.95,21.42,,
587,2063,0.08,1545,0.09,1038,0.14,519,0.56,21.04,,
589,1634,0.03,1236.6,0.05,802.1,0.15,405.5,0.85,19.19,,
590,804.6,0.01,815,0.05,417,0.59,202,1.41,29.4,,
591,1978.5,0.04,1462.6,0.11,987.3,0.24,499.3,0.69,19.76,,
592,2030,0.06,1523.5,0.4,1013.2,1.01,507.8,2.55,42.03,,
593,1773.9,0.05,1356.3,0.1,868,0.17,440.2,0.58,17.46,,
594,1126,0.04,840,0.1,546,0.18,288.6,0.49,11.86,,
595,2186,0.03,1638.2,0.22,1093.2,0.76,545,2.53,32.9,,
596,2109,0.01,1467.9,0.07,1039.7,0.14,523.1,0.43,21.83,,
597,2010,0.04,1571,0.09,1007.1,0.6,500,2.45,30.59,,
598,1888.9,0.01,1367.7,0.08,942.3,0.12,477.3,0.43,18.6,,
599,1799,0.03,1350.7,0.05,901.2,0.48,451.1,2.37,17.84,,
600,1795,0.03,1352.4,0.06,877.9,0.55,450.1,1.45,24.56,,
601,2020,0.07,1517.8,0.13,1008.2,0.21,508.8,0.58,20.24,,
602,1976,0.02,1479.1,0.08,984.7,0.18,491.3,0.59,19.77,,
603,1762.4,0.04,1319.1,0.06,889.2,0.41,447.2,2.35,22.42,,
646,669.6,0.02,507.3,0.05,339.5,0.1,166.4,1.66,4.6,,
647,1401.6,0.09,1038.6,0.16,700.5,0.25,349.8,0.73,13.99,,
648,1552.5,0.04,1166.5,0.06,783.7,0.48,387.4,2.55,15.65,,
649,744,0.05,550.7,0.14,375,0.33,187,1.2,7.56,,
651,1901.2,0.05,1457.6,0.11,945.9,0.26,469.5,0.85,19.92,,
652,945.2,0.03,709,0.05,475,0.07,235,1.76,9.49,,
653,1768.9,0.04,1355,0.06,849,0.5,446,2.37,41,,
654,1924.7,0.08,1445,0.13,966,0.23,482,0.7,19.3,,
655,1621.9,0.03,1220.4,0.05,808,0.26,405,2.25,57,,
656,1853.3,0.07,1382.5,0.14,929.2,0.24,455,0.64,18.43,,
657,1839,0.07,1383.2,0.15,918.2,0.25,455.7,0.97,13.92,,
658,1145.5,0.03,1169.3,0.04,751.1,0.31,337.5,2.3,59.99,,
659,1826.8,0.05,1382.5,0.07,902.7,0.2,460,0.82,18.36,,
660,2038,0.04,1517.5,0.08,1011.4,0.72,510.3,2.22,79.65,,
661,159.51,0.03,120,0.05,79,0.25,39.8,2.01,1.62,,
662,529.6,0.05,400.2,0.07,269.7,0.2,133.83,0.85,6.74,,
663,1880.5,0.06,1405.9,0.1,953.7,0.21,470.38,0.73,18.82,,
664,270.7,0.03,205.3,0.07,134.4,0.15,68.03,0.79,2.7,,
665,1559.5,0.04,1148,0.06,773,0.14,389,0.98,15.53,,
666,1800,0.05,1391.7,0.07,902,0.18,450.8,0.7,18.21,,
667,692.6,0.03,523,0.08,346.4,0.17,174.4,0.29,69.1,,
668,2259,0.02,1671,0.06,1136,0.1,572,0.28,22.37,,
669,1158.9,0.04,869.4,0.06,574.6,0.16,288.6,1.16,11.67,,
670,1766,0.04,1333,0.07,882.5,0.15,442,0.61,17.52,,
671,1945,0.06,1445,0.14,965,0.29,485,1.14,1933,,
672,1683,0.03,1262,0.05,842,0.18,420.7,1.77,1686,,
673,237,0.03,177.6,0.05,118.5,0.48,59.21,2.23,3.48,,
674,376.9,0.03,283.4,0.1,188.15,0.29,94.69,1.22,3.36,,
676,1585.41,0.02,1187.7,0.05,801.4,0.19,399.1,1.49,15.56,,
677,1794.5,0.04,1349.4,0.1,899.5,0.21,445.1,0.84,18.04,,
678,1970.7,0.03,1480,0.05,919,0.37,495,1.56,19.6,,
679,2083,0.05,1563,0.14,1040.9,0.17,774,0.95,20.8,,
680,1346.7,0.03,1344,0.05,660,0.22,338,1.94,13.8,,
681,1728.5,0.05,1307,0.13,854.5,0.25,442.6,0.87,17.18,,
682,1728.5,0.04,1299,0.07,848.5,0.43,433.8,1.23,35.4,,
683,2016,0.06,1504,0.17,1007,0.34,508,1.15,20.4,,
684,895.5,0.04,679.2,0.06,457.1,0.45,224.7,2.47,38.7,,
685,1955.8,0.06,1471.1,0.15,978.4,0.29,491.2,0.97,19.66,,
686,1786.4,0.05,1328.7,0.1,890.2,0.73,441.9,2.49,40.5,,
687,2039,0.05,1537,0.13,1017,0.3,512,1.04,20.29,,
689,1732.1,0.05,1269,0.13,883,0.23,436,0.92,17.9,,
690,1499.9,0.04,1112.7,0.05,754.6,0.27,376,2.28,24.4,,
691,970.8,0.03,730.9,0.07,481.2,0.23,240.1,0.97,9.71,,
692,585.8,0.06,434,0.21,297,0.78,147,2.09,25,,
694,331.3,0.04,248.6,0.06,165.45,0.36,82.83,1.37,3.34,,
695,815.66,0.09,612.3,0.18,407.9,0.32,204.2,1,8.15,,
696,1966.5,0.09,1448,0.17,980.2,0.3,496.5,0.88,19.88,,
697,1845.6,0.03,1391.7,0.07,921.4,0.51,464.6,1.45,45.4,,
698,1853,0.03,1382.5,0.08,920,0.56,465.7,2.14,60.94,,
699,1957.5,0.07,1489.1,0.12,978.1,0.24,477.7,0.69,19.99,,
702,2068,0.04,1551.5,0.18,1034,0.9,512,2.54,82.9,,
703,2157,0.05,1612,0.19,1078,0.74,5400,2.31,75.85,,
704,1879.5,0.06,1418.3,0.1,935.2,0.16,468.1,0.49,18.84,,
705,2121,0.03,1594.7,0.19,1064.9,0.85,529,2.14,58.71,,
706,2001,0.08,1505,0.14,1000.7,0.21,500,0.55,19.93,,
707,819.5,0.03,615.1,0.06,410.1,0.13,205.1,0.46,8.12,,
708,2182,0.04,1620.9,0.27,1094.6,0.74,543.6,2.54,41.23,,
709,1967.4,0.08,1482,0.13,963,0.2,487,0.59,19.02,,
710,2109,0.05,1588,0.21,1054.9,0.9,527.3,2.25,73.66,,
711,1859.9,0.07,1395.3,0.13,928.9,0.25,460.3,0.78,18.51,,
712,2178,0.05,1632,0.29,1080,1.1,547,2.34,106,,
713,2133,0.05,1594,0.3,1065,0.91,530,2.38,63.32,,
714,2182,0.02,1628,0.18,1158,0.25,553,0.74,21.25,,
715,1878.4,0.07,1438,0.14,938,0.23,470,0.75,18.73,,
716,2263,0.06,1697.7,0.34,1132.1,0.94,567.3,2.53,61.54,max depth available,
717,2095,0.05,1586.9,0.17,1043.6,0.86,528.7,2.6,52.62,max depth available,
718,2022,0.07,1514.6,0.15,1011.4,0.29,505.3,0.81,20.52,,
719,1915.5,0.35,1354.5,0.45,938.8,0.6,514.9,2.59,85.8,max depth available,
721,1828.3,0.06,1373,0.14,924.2,0.25,467.4,0.84,8.28,,
723,2059,0.06,1534.5,0.17,1029.1,0.32,517.7,0.93,20.56,,
724,1877,0.02,1415,0.2,935.2,0.83,471.1,2.66,34.3,,
725,1818.9,0.06,1375.8,0.11,906.9,0.24,450.7,0.64,18.8,,
726,1797.5,0.01,1351,0.03,841.4,0.45,459.6,2.66,98.66,,
728,314.1,0.05,210.1,0.09,125.98,0.21,75.89,0.98,3.27,,
729,1902,0.03,1423.57,0.06,945,0.49,488.1,2.45,56.06,,
760,760,0.02,560.37,0.1,383.8,0.24,191.32,0.88,7.66,,
762,1844.7,0.01,1371.01,0.03,937.7,0.21,471.1,2.41,37.28,,
763,454.1,0.01,355.2,0.05,223.8,0.28,116.2,1.59,26.9,,
765,1820.2,0.05,1325.9,0.09,913.3,0.19,450.9,0.82,18.29,,
766,1159,0.01,789.3,0.03,547.2,0.15,289.4,2.17,27.04,,
768,1295.7,0.06,971.7,0.08,648.4,0.39,320,1.5,12.89,,
769,1634.3,0.08,1177.8,0.11,806.1,0.29,411.8,1.25,16.61,,
771,1784.2,0.04,1384.2,0.06,892,0.64,445.8,2.55,30.49,,
773,1779.8,0.06,1125.1,0.09,852.7,0.59,456.8,1.54,75.36,,
774,1501.2,0.03,1177.1,0.05,746.8,0.2,378.5,0.99,15.8,,
776,706.8,0.04,534,0.05,351,0.42,174.2,2.48,19.88,,
777,515.5,0.02,378,0.04,244.8,0.25,127.03,1.26,5.1,,
779,413.8,0.04,309.8,0.07,208,0.19,103.86,0.78,4.14,,
780,1625.6,0.02,1207.6,0.05,805.6,0.18,407.9,0.69,16.14,,
783,1994.7,0.05,1450.9,0.15,997.6,0.32,498.2,1.04,19.11,,
