PhysicalDataID,SurfaceIRR,Depth1,SubSurfaceIRR1,Depth2,SubSurfaceIRR2,Depth3,SubSurfaceIRR3,Depth4,SubSurfaceIRR4,FieldComments,Field1
1824,2312,0.03,1724,0.12,1150.9,1.17,577.8,2.48,199.3,,
1825,2319,0.04,1759,0.12,1164,1.2,574,2.48,259,,
1826,2321,0.07,1759,0.14,1174,0.3,573.9,1.15,28.44,,
1827,1955.3,0.07,1453,0.1,975,0.77,498,2.48,115.5,,
1829,2113,0.04,1568.2,0.06,1054,0.6,520.3,2.14,56.81,,
1830,2042,0.03,1551,0.06,1012.8,0.38,513,2.07,20.37,,
1833,2237,0.05,1679,0.09,1119.1,0.36,558.7,1.45,22.2,,
1834,808.6,0.04,603.2,0.07,401.6,0.21,205.5,1.04,8.11,,
1836,168.23,0.04,127,0.08,83.74,0.21,42.21,0.74,1.67,,
1837,2265,0.05,1688.5,0.07,1131.8,0.15,566.9,0.5,22.67,,
1838,2147,0.06,1658,0.09,1074,0.14,534.5,0.37,21.11,,
1840,2128,0.06,1584.6,0.09,1061.9,0.25,524.2,0.86,28.02,,
1841,2448,0.09,1837.2,0.13,1236,0.24,617.3,0.71,25.1,,
1843,1511.3,0.01,1110.7,0.05,754.3,0.16,379.8,0.71,15.08,,
1844,2204,0.07,1658.4,0.11,1105.6,0.17,548,0.53,21.16,,
1847,330.4,0.06,235.4,0.09,162.12,0.2,81.02,0.63,3.13,,
1848,188.47,0.03,141.51,0.08,94.54,0.18,46.93,0.71,1.9,,
1849,3046,0.04,2259,0.09,1536,0.2,761,0.6,34.79,,
1850,2427,0.06,1810.9,0.1,1214,0.12,611.8,0.4,24.17,,
1852,1292.6,0.03,997.1,0.06,610.8,0.16,323.2,1.17,12.04,,
1854,1978.4,0.05,1487.6,0.09,981.2,0.24,496.6,1.3,20.4,,
1856,1604.8,0.05,1229,0.17,806.7,0.42,401.6,1.22,19.4,,
1857,2048,0.03,1542.6,0.06,1022,0.27,512.2,1.16,20.8,,
1859,2184,0.07,1636.2,0.2,1082.5,0.38,556.3,1.19,45.65,CLOUDS ROLLNG IN AND OUT,
1860,814.8,0.02,614.1,0.04,409.3,0.38,203.1,1.5,11.6,Do we really need this?- investigate data,
1862,2258,0.1,1621,0.31,1140,0.62,583,1.52,34,,
1863,2143,0.06,1608.6,0.16,1070.6,0.38,535.1,1.4,22.55,,
1864,565,0.05,426.3,0.1,285.3,0.3,142.02,0.48,55.95,Full cloud coverage,
1866,1843,0.09,1375.9,0.22,921.4,0.58,460.02,1.62,27,,
1868,1901.07,0.06,1421.7,0.24,946.1,0.54,474.6,1.84,18.8,,
1872,2242,0.08,1642.4,0.17,1117,0.35,565.7,1.19,23,,
1874,2331,0.08,1744,0.19,1161,0.3,585,0.82,22.89,,
1875,2294,0.05,1731.6,0.29,1122.5,0.8,576.9,2.21,58.88,Went all the way to end of pole,
1876,,,,,,,,,,Forgot equipment,
1882,2229,0.03,1634,0.36,1122,1.07,550,1.93,178,*End of light pole,
1883,2101,0.08,1158,0.2,1052.2,0.36,520.7,1.31,21.8,,
1885,2147,0.05,1620.2,0.15,1070.1,0.32,535,1.1,21.73,,
1886,2318,0.04,1739.2,0.27,1160.9,0.92,577.9,2,131.16,couldn't go all the way too 0.01. Ran out of ple,
1888,2034,0.06,1534,0.16,1011,0.36,508,1.54,20.35,,
1890,1466.3,0.06,1467.7,0.49,734.5,0.97,371.6,2.19,82.21,,
1891,2145,0.07,1607,0.25,1071,0.43,535,1.09,24,,
1892,,,,,,,,,,,
1893,2195,0.13,1649,0.27,1094,0.45,549,1.21,21.21,,
1895,2288,0.07,1717,0.11,1136,0.21,568,0.53,22.88,,
1896,2335,0.06,1746,0.23,1165,0.86,589,2.22,120,*reached end of pole.,
1897,2240,0.06,1671,0.14,1121,0.33,564,0.95,22,,
1898,2468,0.07,1847,0.2,1238,0.35,619,0.95,25.8,,
1900,2381,0.04,1741.3,0.24,1198.3,1.06,571.9,2.24,189.7,End of light pole,
1901,2354,0.03,1700.9,0.22,1163.6,0.44,586,1.71,24.58,,
1902,,,,,,,,,,,
1903,2290,0.1,1722,0.15,1144,0.95,578,2.08,160,,
1904,2340,0.05,1776.9,0.29,1132.2,1.17,590.5,2.24,201.7,End of light pole.,
1905,2424,0.02,1870.2,0.08,1226.1,1.04,600.4,2.24,209.9,End of light pole.,
1906,,,,,,,,,,,
1907,2212,0.05,1643,0.28,1128,0.93,553,2.1,135,,
1908,2311,0.09,1731,0.19,1110,0.32,588,0.95,22.1,,
1909,2004,0.04,1526,0.1,1020.5,0.43,500.8,0.54,20.06,,
1911,2256,0.13,1688.4,0.24,1121.6,0.39,566.4,1.1,22.14,,
1914,2133,0.08,1557,0.22,1059,0.49,531,1.41,21.35,,
1915,2129,0.12,1559,0.19,1071,0.34,531,1.11,21.54,,
1916,2183,0.06,1653,0.08,1086.4,1.16,544.3,2.48,149.85,*end of pole for depth 4,
1917,2370,0.05,1749,0.19,1192,1.09,591.5,2.48,214.5,,
1918,2440,0.05,1825,0.07,1211,1.11,560.6,2.48,154.87,,
1919,2490,0.05,1851,0.1,1240,0.78,620,2.48,72.57,,
1920,2438,0.06,1847.2,0.29,1224,0.58,607.7,1.66,24.47,,
1922,2038,0.06,1500.1,0.12,1012.5,0.27,509.8,0.94,20.3,,
1923,2132,0.07,1597,0.15,1076,0.34,539,0.94,21.58,,
1925,2139,0.12,1609,0.25,1059.7,0.31,532.5,1.15,21.09,,
1927,2169,0.02,1639,0.1,1074,0.2,540,0.74,23,,
1928,2379,0.07,1782,0.15,1186,0.29,595.9,0.96,23.75,,
1929,2847,0.07,2129,0.21,1421.6,0.41,716.5,1.13,28.77,,
1930,2974,0.04,2228,0.08,1497,0.87,751,2.48,117.8,End of pole reached for depth 4.,
1931,1710,0.03,1262,0.04,848,0.47,423,2.48,92.61,Depth 4 reached end of pole,
1932,1264,0.05,954,0.08,644,0.92,339,2.48,184.58,Depth 4 reached end of pole.,
1933,2658,0.04,1993,0.06,1328,0.56,664,2.48,95.89,Depth 4 reached end of pole.,
1934,982.4,0.02,736.7,0.05,499.4,0.3,246.2,2.48,19.38,Depth 4 reached end of pole.,
1939,2211,0.06,1659.2,0.16,1102.4,0.54,557.9,1.25,21.11,,
1940,259.1,0.02,193.42,0.05,130.66,0.65,64.3,2.19,11.6,End of pole reached for depth 4.,
1941,1832.7,0.05,1386,0.12,919.1,0.24,457.4,0.89,18.5,,
1943,2144,0.04,1602.1,0.15,1077,0.32,535.8,1.24,21.49,,
1945,2381,0.07,1745,0.18,1132,0.35,592,1.14,24,,
1947,2130,0.05,1434,0.15,1032,0.37,537,1.19,24.7,,
1948,529.7,0.08,324.5,0.1,200.5,0.45,157.3,1.88,51.58,,
1949,2394,0.08,1786,0.13,1194,0.48,590.7,1.45,23,,
1951,604.1,0.02,454.2,0.06,300,0.39,141.2,2.07,48.1,Depth 4 taken as far down pole as possible,
1952,1231.2,0.03,934.5,0.06,621.8,0.89,307,2.19,90.5,End of pole for depth 4,
1953,1463.1,0.02,996.4,0.06,729.3,0.17,375.9,2.15,23.71,,
1955,2218,0.04,1654.5,0.1,1196,0.65,557.7,2.19,94.3,Depth 4: end of pole,
1957,1930.5,0.04,1475.2,0.07,954.6,0.21,483.9,0.9,19.03,,
1959,1863.3,0.06,1399,0.1,931.9,0.22,467.1,0.81,18.69,,
1960,2220,0.06,1635,0.16,1110.7,0.33,555.7,1.16,22.25,,
1961,2039,0.08,1541,0.17,1012,0.31,507.3,0.98,19.45,,
1963,2322,0.1,1771.6,0.22,1146.9,0.37,564.2,1.12,23.55,,
1964,2136,0.03,1611,0.07,1039,0.73,532,2.19,121.1,4th depth end of pole,
1966,2423,0.05,1803,0.07,1213.8,0.78,607.1,2.19,182,Depth 4 end of pole,
1967,2400,0.05,1800.4,0.07,1212.7,0.91,600.6,2.19,222.5,Depth 4 end of pole,
1968,2452,0.05,1795,0.06,1232,0.86,614.6,2.19,136.5,Depth 4 end of pole,
1969,2453,0.06,1827,0.23,1227.9,0.52,615,1.96,24.3,,
1971,2346,0.08,1730.5,0.1,1147,0.37,557.4,1.15,23.07,,
1972,2072,0.06,1548.6,0.08,1003.8,0.86,519.4,2.19,144.57,End of pole for Depth4,
1973,2110,0.07,1584,0.19,1052,0.37,524.5,1.15,21.6,,
1975,1994.7,0.06,1494,0.15,997.7,0.33,493.7,1.29,19.77,,
1976,1901.1,0.07,1408,0.12,948,0.35,473,1.51,19.78,,
1978,2142,0.08,1604.2,0.19,1008.9,0.32,531.8,1,21.83,,
1980,1491.3,0.02,1119.7,0.07,747.3,0.56,375.2,1.7,14.95,calibration would not adjust to correct value,
1982,1515,0.03,1129.7,0.09,757.9,0.73,378.6,2.19,81.77,Depth 4 end of pole,
1983,2773,0.04,2090,0.14,1385.6,0.79,691.2,2.19,140.7,Depth 4 end of the pole,
1984,1135.2,0.04,855.5,0.07,563.4,0.09,285.1,2.19,53.7,cloud blocked sun. Depth 4 at end of pole,
1985,661.8,0.03,493.8,0.06,334.4,0.68,165.5,2.19,57.76,Depth 4 at end of pole,
1986,,,,,,,,,,Forgot Light Att. Supplies,
1987,1809,0.05,1346,0.14,903,0.34,449,1.39,18.3,,
1990,2039,0.05,1532.7,0.07,1025,0.66,508.6,2.21,122.75,Depth 4 end of pole,
1993,1953.3,0.07,1463.6,0.11,967.3,0.38,489.6,1.68,19.32,,
1994,539.5,0.02,404.3,0.05,266,0.34,134,2.21,6.5,,
1996,2016,0.04,1546.2,0.07,999.6,0.74,506.4,2.48,86.5,,
1997,2073,0.04,1553.1,0.07,1026.8,0.21,520.2,0.99,20.96,,
1999,262.6,0.01,197,0.05,131.6,0.1,65,1.23,2.7,,
2001,1847.8,0.03,1387.5,0.05,930.1,0.18,465.2,1.14,18.67,,
2003,2103,0.04,1543,0.06,1065,0.34,522.8,2,21.5,,
2005,393.3,0.02,294.6,0.05,195.3,0.4,98.5,2.19,10.67,,
2007,537.1,0.03,402.2,0.05,267.2,0.42,134.3,1.86,5.32,,
2009,1392.3,0.03,1038,0.04,694.8,0.11,344.5,1.33,13.06,,
2010,1927.7,0.04,1421.4,0.06,951.6,0.16,483.3,1.35,19.41,,
